"","age","type_employer","fnlwgt","education","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"57",1,3,216666,3,2,3,2,1,1,0,0,1,3,"Low"
"58",1,3,56352,6,2,5,2,1,1,0,0,1,3,"Low"
"59",1,3,147372,2,2,1,2,1,1,0,0,1,1,"Low"
"60",2,3,188146,2,2,3,2,1,1,5013,0,1,1,"Low"
"61",2,3,59496,1,2,6,2,1,1,2407,0,1,1,"Low"
"63",1,3,149640,2,2,3,2,1,1,0,0,1,1,"Low"
"64",1,3,116632,7,2,4,2,1,1,0,0,1,1,"High"
"65",2,3,105598,5,3,7,1,1,1,0,0,1,1,"Low"
"66",1,3,155537,2,2,3,2,1,1,0,0,1,1,"Low"
"67",2,3,183175,5,3,1,1,1,2,0,0,1,1,"Low"
"68",1,3,169846,2,2,1,3,1,2,0,0,1,1,"High"
"69",1,2,191681,5,2,2,2,1,1,0,0,1,1,"High"
"71",2,3,101509,5,1,4,4,1,1,0,0,1,1,"Low"
"72",1,3,309974,1,3,6,4,2,2,0,0,1,1,"Low"
"73",2,2,162298,1,2,6,2,1,1,0,0,1,1,"High"
"74",2,3,211678,5,1,3,1,1,1,0,0,1,1,"Low"
"75",3,3,124744,5,2,4,6,1,1,0,0,2,1,"Low"
"76",2,3,213921,2,1,5,4,1,1,0,0,1,3,"Low"
"77",1,3,32214,6,2,1,2,1,1,0,0,1,1,"Low"
"79",4,3,309634,3,1,5,4,1,2,0,0,2,1,"Low"
"80",1,1,125927,3,2,3,2,1,1,0,0,1,1,"Low"
"81",4,3,446839,2,1,6,1,1,1,0,0,1,1,"Low"
"82",1,3,276515,1,2,5,2,1,1,0,0,1,2,"Low"
"83",1,3,51618,2,2,5,3,1,2,0,0,1,1,"Low"
"84",1,3,159937,2,2,6,2,1,1,0,0,1,1,"Low"
"85",1,3,343591,2,3,3,1,1,2,14344,0,1,1,"High"
"86",1,3,346253,2,3,6,4,1,2,0,0,1,1,"Low"
"87",1,1,268234,2,2,7,2,1,1,0,0,1,1,"High"
"88",1,3,202051,4,2,4,2,1,1,0,0,1,1,"Low"
"89",2,3,54334,3,1,6,1,1,1,0,0,1,1,"Low"
"90",1,4,410867,7,1,4,1,1,2,0,0,1,1,"High"
"91",1,3,249977,6,2,4,2,1,1,0,0,1,1,"Low"
"92",1,3,286730,5,3,3,5,1,2,0,0,1,1,"Low"
"93",2,3,212563,5,3,3,5,2,2,0,0,2,1,"Low"
"95",1,1,226296,1,2,7,2,1,1,0,0,1,1,"High"
"96",2,1,115585,5,1,3,1,1,1,0,0,1,1,"Low"
"97",1,2,191277,7,2,4,2,1,1,0,1902,4,1,"High"
"98",1,3,202683,5,2,6,2,1,1,0,0,1,1,"High"
"99",1,3,171095,6,3,2,5,1,2,0,0,1,4,"Low"
"100",1,4,249409,2,1,5,4,2,1,0,0,1,1,"Low"
"101",3,3,124191,4,2,2,2,1,1,0,0,1,1,"High"
"102",1,3,198282,1,2,2,2,1,1,15024,0,1,1,"High"
"103",1,2,149116,4,1,4,1,1,2,0,0,1,1,"Low"
"104",2,3,188300,5,1,7,4,1,2,0,0,1,1,"Low"
"105",2,3,103432,2,1,3,1,1,1,0,0,1,1,"Low"
"106",1,2,317660,2,2,3,2,1,1,7688,0,1,1,"High"
"108",2,3,194901,3,1,3,4,1,1,0,0,1,1,"Low"
"109",1,1,189265,2,1,1,1,1,2,0,0,1,1,"Low"
"110",1,3,124692,2,2,3,2,1,1,0,0,1,1,"Low"
"111",2,3,432376,1,1,6,6,1,1,0,0,1,1,"Low"
"112",1,3,65324,8,2,4,2,1,1,0,0,1,1,"High"
"113",1,2,335605,2,2,5,2,1,1,0,1887,5,4,"High"
"114",2,3,377869,5,2,6,3,1,2,4064,0,2,1,"Low"
"115",1,3,102864,2,1,3,4,1,2,0,0,1,1,"Low"
"116",1,3,95647,3,2,3,2,1,1,0,0,1,1,"Low"
"117",1,2,303090,5,2,6,2,1,1,0,0,1,1,"Low"
"118",1,1,197371,6,2,3,2,2,1,0,0,1,1,"High"
"119",1,3,247552,5,2,6,2,1,1,0,0,1,1,"Low"
"120",2,3,102632,2,1,3,1,1,1,0,0,1,1,"Low"
"121",2,3,199915,5,1,5,4,1,2,0,0,1,1,"Low"
"122",1,3,118853,1,2,2,2,1,1,0,0,1,1,"Low"
"123",2,3,77143,1,1,2,4,2,1,0,0,1,5,"Low"
"124",2,1,267989,1,2,4,2,1,1,0,0,1,1,"High"
"125",2,3,301606,5,1,5,4,2,1,0,0,1,1,"Low"
"126",1,3,287828,1,2,2,3,1,2,0,0,1,1,"High"
"127",2,3,111697,5,1,1,4,1,2,0,1719,6,1,"Low"
"128",1,3,114937,6,2,1,2,1,1,0,0,1,1,"High"
"130",1,3,365739,5,3,3,1,1,1,0,0,1,1,"Low"
"131",2,3,69621,6,1,6,1,1,2,0,0,1,1,"Low"
"132",2,3,43323,2,1,5,1,1,2,0,1762,3,1,"Low"
"133",1,2,120985,2,2,3,2,1,1,4386,0,1,1,"Low"
"134",1,3,254202,1,2,6,2,1,1,0,0,1,1,"Low"
"135",1,3,146195,6,3,7,1,2,2,0,0,1,1,"Low"
"136",1,4,125933,4,2,4,2,1,1,0,0,1,2,"High"
"137",1,2,56920,2,2,3,2,1,1,0,0,1,1,"Low"
"138",2,3,163127,6,2,1,3,1,2,0,0,1,1,"Low"
"139",2,3,34310,5,1,6,4,1,1,0,0,2,1,"Low"
"140",1,3,81973,5,2,3,2,3,1,0,0,1,1,"High"
"141",5,2,66614,2,2,3,2,1,1,0,0,1,1,"Low"
"142",2,3,232782,5,1,6,4,1,2,0,0,1,1,"Low"
"143",2,3,316868,5,1,5,4,1,1,0,0,1,3,"Low"
"144",1,3,196584,6,1,4,1,1,2,0,1564,3,1,"High"
"145",3,3,105376,5,1,7,6,1,1,0,0,1,1,"Low"
"146",1,3,185814,2,1,3,5,2,2,0,0,1,1,"Low"
"147",2,3,175374,5,2,5,2,1,1,0,0,2,1,"Low"
"148",1,3,108293,2,4,5,5,1,2,0,0,2,1,"Low"
"149",3,3,181232,3,2,3,2,1,1,0,2179,3,1,"Low"
"151",1,1,186009,5,3,1,5,1,2,0,0,1,3,"Low"
"152",1,3,198183,2,1,1,1,1,2,0,0,1,1,"Low"
"153",1,3,163003,1,1,2,6,3,2,0,0,1,6,"Low"
"154",2,3,296158,2,1,3,4,1,1,0,0,1,1,"Low"
"156",1,3,187715,2,2,3,2,1,1,0,0,1,1,"Low"
"157",2,3,214542,1,1,3,1,1,1,0,0,1,1,"Low"
"158",3,2,494223,5,3,6,5,2,1,0,1816,2,1,"Low"
"159",2,3,191535,2,3,3,1,1,1,0,0,1,1,"Low"
"160",1,3,228456,1,3,5,6,2,1,0,0,1,1,"Low"
"162",2,3,252752,2,1,5,5,1,2,0,0,1,1,"Low"
"163",1,2,78374,4,3,2,5,3,2,0,0,1,1,"Low"
"164",2,3,88419,2,1,2,1,3,2,0,0,1,4,"Low"
"165",1,2,201080,4,2,6,2,1,1,0,0,1,1,"High"
"166",1,3,207157,5,3,5,5,1,2,0,0,1,3,"Low"
"167",1,4,235485,6,1,2,1,1,1,0,0,1,1,"Low"
"168",1,1,102628,4,4,7,5,1,1,0,0,1,1,"Low"
"169",4,3,25828,3,1,3,4,1,1,0,0,2,1,"Low"
"170",3,1,54826,6,4,4,1,1,2,0,0,2,1,"Low"
"171",2,3,124953,2,1,5,1,1,1,0,1980,3,1,"Low"
"172",2,1,175325,2,2,7,2,1,1,0,0,1,1,"Low"
"173",1,3,96062,5,2,6,2,1,1,0,1977,3,1,"High"
"174",2,3,428030,1,1,3,1,1,1,0,0,1,1,"Low"
"175",2,1,149624,1,2,4,2,1,1,0,0,1,1,"High"
"176",2,3,253814,2,3,6,5,1,2,0,0,2,1,"Low"
"177",2,3,312956,2,1,3,4,2,1,0,0,1,1,"Low"
"178",1,3,483777,2,1,3,1,2,1,0,0,1,1,"Low"
"179",4,3,183930,2,1,5,4,1,1,0,0,2,1,"Low"
"180",1,3,37274,1,2,4,2,1,1,0,0,1,1,"Low"
"181",1,1,181344,5,2,2,2,2,1,0,0,1,1,"High"
"182",1,3,114580,5,3,1,1,1,2,0,0,1,1,"Low"
"183",2,3,633742,5,1,3,1,2,1,0,0,1,1,"Low"
"184",1,3,286370,3,2,3,2,1,1,0,0,1,3,"High"
"185",1,4,29054,5,2,1,2,1,1,0,0,1,1,"High"
"186",1,3,304030,2,2,1,2,2,1,0,0,1,1,"Low"
"187",1,2,143129,1,3,2,1,1,2,0,0,1,1,"Low"
"189",1,3,99928,4,2,4,3,1,2,0,0,1,1,"Low"
"190",1,1,109567,7,2,4,2,1,1,0,0,2,1,"High"
"191",1,3,155222,5,3,3,1,2,2,0,0,1,1,"Low"
"192",2,3,159567,5,2,3,2,1,1,0,0,1,1,"Low"
"193",1,1,523910,1,2,3,2,2,1,0,0,1,1,"Low"
"194",1,3,120939,5,2,7,2,1,1,0,0,1,1,"Low"
"195",1,4,130760,1,2,7,2,1,1,0,0,2,1,"Low"
"196",2,3,197387,3,2,3,6,1,1,0,0,1,3,"Low"
"197",1,3,99374,5,3,3,1,1,1,0,0,1,1,"Low"
"198",1,4,56795,4,1,2,1,1,2,14084,0,1,1,"High"
"199",1,3,138992,4,2,4,6,1,1,7298,0,1,1,"High"
"200",2,2,32921,2,1,6,1,1,1,0,0,1,1,"Low"
"201",2,3,397317,4,1,4,1,1,2,0,1876,3,1,"Low"
"203",1,3,259323,1,2,2,2,1,1,0,0,1,1,"High"
"204",1,1,254817,5,1,4,1,1,2,0,1340,3,1,"Low"
"205",1,1,48211,2,3,1,5,1,2,0,0,1,1,"Low"
"206",4,3,140164,3,1,6,4,1,2,0,0,1,1,"Low"
"207",1,3,128757,1,2,5,2,2,1,7298,0,1,1,"High"
"208",1,3,36270,2,3,3,1,1,1,0,0,1,1,"Low"
"209",1,2,210563,2,2,6,3,1,2,15024,0,1,1,"High"
"210",4,3,65368,3,1,6,4,1,2,0,0,2,1,"Low"
"211",1,1,160943,2,2,3,2,2,1,0,0,1,1,"Low"
"212",1,3,208358,2,2,3,2,1,1,0,0,1,1,"High"
"213",1,3,153790,5,1,6,1,4,2,0,0,1,1,"Low"
"214",1,3,85815,2,2,3,2,3,1,0,0,1,1,"Low"
"215",1,2,125417,3,2,3,2,1,1,0,0,1,1,"High"
"216",1,3,635913,1,1,2,1,2,1,0,0,1,1,"High"
"217",1,3,313321,6,3,6,1,1,2,0,0,1,1,"Low"
"218",1,3,182609,1,2,6,2,1,1,0,0,1,7,"Low"
"219",1,3,109434,1,2,4,2,1,1,0,0,1,1,"Low"
"220",2,3,255004,3,1,3,1,1,1,0,0,1,1,"Low"
"221",1,3,197860,5,2,3,2,1,1,0,0,1,1,"Low"
"223",3,3,51744,2,1,5,1,2,1,0,2206,3,1,"Low"
"224",1,3,176681,2,2,1,2,2,1,0,0,2,1,"Low"
"225",1,1,140359,3,1,3,1,1,2,0,0,1,1,"Low"
"226",4,3,243313,2,1,6,4,1,2,0,0,1,1,"Low"
"228",3,2,167687,2,2,3,2,1,1,1409,0,1,1,"Low"
"229",3,3,314209,6,4,1,1,1,2,0,0,2,8,"Low"
"230",3,3,176796,2,3,1,1,1,2,0,0,1,1,"Low"
"231",1,3,538583,3,3,3,1,2,1,3674,0,1,1,"Low"
"232",1,3,130408,2,3,6,5,2,2,0,0,1,1,"Low"
"233",2,3,159732,5,1,1,1,1,1,0,0,1,1,"Low"
"234",1,3,110978,5,3,3,6,5,2,0,0,1,1,"Low"
"235",2,3,76714,8,1,4,1,1,1,0,0,1,1,"High"
"236",1,1,268700,2,2,5,2,1,1,0,0,1,1,"Low"
"237",1,1,170525,5,1,1,1,1,2,0,0,1,1,"Low"
"238",1,3,180138,1,2,2,2,1,1,0,0,1,2,"High"
"239",1,1,115076,4,2,2,2,1,1,0,0,1,1,"High"
"240",2,3,115458,2,1,3,4,1,1,0,0,1,1,"Low"
"241",1,3,347890,1,2,4,2,1,1,0,0,1,1,"High"
"242",1,2,196001,2,2,5,3,1,2,0,0,2,1,"Low"
"243",2,1,273905,6,2,7,2,1,1,0,0,1,1,"Low"
"245",1,3,179488,5,3,3,1,1,1,0,1741,3,1,"Low"
"247",1,3,236596,2,2,1,2,1,1,0,0,1,1,"High"
"248",1,3,183916,2,1,5,1,1,2,0,0,1,1,"Low"
"249",1,3,207578,6,2,7,2,1,1,0,1977,4,1,"High"
"251",1,3,112763,8,2,4,3,1,2,0,0,1,1,"High"
"252",1,3,390781,1,2,1,3,2,2,0,0,1,1,"Low"
"253",1,1,171328,3,4,5,5,2,2,0,0,1,1,"Low"
"254",2,1,27382,5,1,1,4,1,1,0,0,1,1,"Low"
"255",1,3,259014,5,1,3,1,1,1,0,0,2,1,"Low"
"256",1,2,303044,2,2,3,2,3,1,0,0,1,6,"High"
"257",2,3,117789,2,1,5,4,1,2,0,0,1,1,"Low"
"258",1,3,172579,2,3,5,1,1,2,0,0,1,1,"Low"
"259",1,3,187666,6,4,2,1,1,2,0,0,1,1,"Low"
"260",1,3,204518,3,3,3,1,1,1,0,0,1,1,"Low"
"261",1,3,150042,1,3,4,4,1,2,0,0,1,1,"Low"
"262",1,3,98092,2,2,6,2,1,1,0,0,1,1,"Low"
"263",4,3,245918,3,1,5,4,1,1,0,0,2,1,"Low"
"264",1,3,146013,5,2,6,2,1,1,4064,0,1,1,"Low"
"265",2,3,378322,3,2,3,2,1,1,0,0,1,1,"Low"
"266",1,2,257295,5,2,2,2,3,1,0,0,1,6,"High"
"268",3,3,21174,2,2,2,2,1,1,0,0,1,1,"High"
"269",1,3,185480,1,1,4,1,1,2,0,0,1,1,"Low"
"270",1,3,222205,2,2,3,3,1,2,0,0,1,1,"High"
"271",5,3,69867,2,2,2,2,1,1,0,0,1,1,"High"
"272",4,3,191260,3,1,5,4,1,1,1055,0,2,1,"Low"
"273",1,2,30653,4,2,3,2,1,1,2407,0,1,1,"Low"
"274",2,1,209109,4,1,4,4,1,1,0,0,1,1,"Low"
"275",2,3,70377,2,3,4,4,1,2,0,0,1,1,"Low"
"276",1,3,477983,2,2,3,2,2,1,0,0,1,1,"Low"
"277",1,3,170924,5,2,3,2,1,1,7298,0,1,1,"High"
"278",1,3,190174,5,1,2,1,1,2,0,0,1,1,"Low"
"279",2,3,193787,5,1,7,4,1,2,0,0,1,1,"Low"
"280",2,3,279472,5,2,3,3,1,2,7298,0,1,1,"High"
"281",2,3,34918,1,1,4,1,1,2,0,0,2,5,"Low"
"282",1,1,97688,5,2,3,2,1,1,5178,0,1,1,"High"
"283",1,3,175413,6,3,6,5,2,2,0,0,1,1,"Low"
"284",1,3,173960,1,3,4,1,1,2,0,0,1,1,"Low"
"285",2,3,205759,2,1,3,4,1,1,0,0,1,1,"Low"
"286",1,4,425161,4,2,6,2,1,1,15024,0,1,1,"High"
"287",1,3,220531,8,2,4,2,1,1,0,0,1,1,"High"
"288",1,3,176609,5,3,5,1,1,1,0,0,1,1,"Low"
"289",2,3,371987,1,1,2,1,1,2,0,0,1,1,"Low"
"290",1,3,193884,3,2,3,2,1,1,0,0,1,8,"Low"
"291",1,3,200352,1,2,4,2,1,1,0,0,1,1,"Low"
"292",1,3,127595,2,3,4,1,1,2,0,0,1,1,"Low"
"293",2,1,220419,1,1,7,1,1,1,0,0,1,1,"Low"
"294",2,3,231931,5,1,6,4,1,1,0,0,1,1,"Low"
"295",2,3,248402,1,1,7,5,2,2,0,0,1,1,"Low"
"296",3,3,111095,2,2,3,2,1,1,0,0,2,1,"Low"
"297",1,2,57424,1,3,6,1,1,2,0,0,1,1,"Low"
"299",2,3,278130,2,1,3,4,1,1,0,0,1,1,"Low"
"300",1,3,169469,2,3,6,1,1,1,0,0,1,1,"Low"
"301",1,3,146268,1,2,1,2,1,1,7688,0,1,1,"High"
"302",2,3,153718,5,1,5,1,3,2,0,0,2,1,"Low"
"303",1,3,217460,2,2,3,2,1,1,0,0,1,1,"High"
"304",1,3,238638,2,2,6,2,1,1,4386,0,1,1,"High"
"305",2,3,303296,5,2,1,3,3,2,0,0,1,6,"Low"
"306",1,3,173321,2,3,1,1,1,2,0,0,1,1,"Low"
"307",2,3,193945,6,1,7,1,1,1,0,0,1,1,"Low"
"308",1,3,83082,6,1,4,1,1,2,0,0,1,1,"Low"
"309",1,3,193815,6,2,1,2,1,1,0,0,1,1,"High"
"310",1,2,34987,5,2,3,2,1,1,0,0,1,1,"High"
"311",2,3,59306,1,1,6,1,1,1,0,0,1,1,"Low"
"312",1,3,142897,4,2,2,2,3,1,7298,0,1,9,"High"
"314",1,2,205607,1,3,4,1,2,2,0,0,1,1,"High"
"315",2,3,199698,5,1,6,4,1,1,0,0,2,1,"Low"
"316",2,3,191954,5,1,3,1,1,1,0,0,1,1,"Low"
"317",3,2,138714,5,2,6,2,1,1,0,0,1,1,"Low"
"318",2,3,399087,3,2,3,6,1,2,0,0,1,3,"Low"
"319",2,3,423158,5,1,7,1,1,2,0,0,1,1,"Low"
"320",3,3,159841,2,4,5,1,1,2,0,0,2,1,"Low"
"321",1,2,174308,2,2,2,2,1,1,0,0,1,1,"Low"
"322",1,3,50356,5,2,3,2,1,1,0,1485,5,1,"Low"
"323",1,3,186110,2,3,3,1,1,1,0,0,1,1,"Low"
"324",2,3,200381,3,1,2,1,1,2,0,0,1,1,"Low"
"325",3,2,174309,4,2,3,2,1,1,0,0,2,1,"Low"
"326",3,2,78383,2,2,3,2,1,1,0,0,1,1,"Low"
"328",1,3,187728,5,2,4,3,1,2,0,1887,5,1,"High"
"329",1,2,321171,2,2,3,2,1,1,0,0,1,1,"Low"
"330",3,3,127921,2,1,3,1,1,1,2050,0,1,1,"Low"
"331",1,3,206565,5,1,3,1,2,1,0,0,1,1,"Low"
"332",2,3,224563,1,1,1,1,1,1,0,0,1,1,"Low"
"333",1,3,178686,6,1,5,1,1,1,0,0,1,1,"Low"
"334",1,1,98545,3,2,1,2,1,1,0,0,1,1,"Low"
"335",1,3,242606,2,2,3,2,1,1,0,0,1,1,"Low"
"336",4,3,270942,3,1,5,6,1,1,0,0,1,3,"Low"
"337",2,3,94235,2,1,3,6,1,1,0,0,1,1,"Low"
"338",1,3,71195,4,1,4,1,1,1,0,0,1,1,"Low"
"339",2,3,104112,2,1,6,5,2,1,0,0,1,3,"Low"
"340",1,3,261192,2,2,5,2,2,1,0,0,1,1,"Low"
"341",2,3,94936,6,1,6,1,1,1,0,0,1,1,"Low"
"342",1,3,296478,6,2,3,2,1,1,7298,0,1,1,"High"
"343",1,1,119272,2,2,7,2,1,1,7298,0,1,1,"High"
"344",1,3,85043,2,1,3,1,1,1,0,0,2,1,"Low"
"345",2,1,293364,5,1,7,4,2,2,0,0,1,1,"Low"
"346",1,2,241895,1,1,6,1,1,1,0,0,1,1,"Low"
"349",1,3,101128,6,3,5,1,1,1,0,0,2,2,"Low"
"350",1,3,156464,1,1,4,4,1,1,0,0,2,1,"Low"
"351",1,3,117963,1,2,2,2,1,1,0,0,1,1,"High"
"352",2,3,192262,2,2,5,2,1,1,0,0,1,1,"Low"
"353",1,3,111363,1,2,2,2,1,1,0,0,1,1,"High"
"354",1,1,329752,3,2,3,2,1,1,0,0,1,1,"Low"
"356",1,4,95432,2,2,1,2,1,1,0,0,1,1,"High"
"357",3,3,161400,3,4,5,5,5,1,0,0,1,1,"Low"
"358",1,3,96129,6,2,7,2,1,1,0,0,1,1,"High"
"359",1,3,111949,2,2,1,3,1,2,0,0,1,1,"Low"
"360",2,2,117125,3,2,3,2,1,1,0,0,1,7,"Low"
"361",1,3,348022,3,2,5,3,1,2,0,0,2,1,"Low"
"362",3,3,270092,4,2,4,2,1,1,0,0,1,1,"High"
"363",1,3,180609,1,2,3,2,1,1,0,0,1,1,"Low"
"364",1,3,174575,1,3,2,1,1,1,0,1564,7,1,"High"
"365",2,3,410439,2,3,6,1,1,1,0,0,1,1,"Low"
"366",2,3,92262,2,2,3,2,1,1,0,0,1,1,"Low"
"367",1,2,183081,5,2,6,2,1,1,0,0,1,1,"Low"
"368",2,3,362589,6,1,6,1,1,2,0,0,2,1,"Low"
"369",1,3,212448,1,3,2,1,1,2,0,0,1,1,"High"
"370",1,3,481060,2,3,6,5,1,2,0,0,1,1,"Low"
"371",2,4,185885,5,1,1,5,1,2,0,0,2,1,"Low"
"372",4,3,89821,3,1,5,4,1,1,0,0,2,1,"Low"
"373",1,1,184018,6,2,3,2,1,1,0,0,1,1,"High"
"374",1,3,256649,2,2,3,2,2,1,0,0,1,1,"Low"
"375",1,3,160323,2,1,3,1,2,1,0,0,1,1,"Low"
"376",2,1,350845,5,1,1,4,1,2,0,0,2,1,"Low"
"377",1,3,267404,2,2,3,3,1,2,0,0,1,1,"Low"
"378",2,3,35633,5,1,6,1,1,1,0,0,1,1,"Low"
"379",1,2,80914,4,3,2,1,1,1,0,0,1,1,"Low"
"380",1,3,172927,2,2,6,2,1,1,0,0,1,1,"Low"
"381",1,3,174319,2,3,3,1,1,1,0,0,1,1,"Low"
"382",1,3,214955,3,3,3,1,1,2,0,2339,7,1,"Low"
"383",2,3,344991,5,2,3,2,1,1,0,0,1,1,"Low"
"384",1,3,108699,5,3,6,1,1,2,0,0,1,1,"Low"
"385",1,1,117312,5,2,3,3,1,2,0,0,1,1,"Low"
"386",2,3,396099,2,1,5,1,1,2,0,0,2,1,"Low"
"387",2,3,134152,2,3,3,1,1,1,0,0,1,1,"Low"
"388",1,3,162028,5,2,1,3,1,2,0,2415,8,1,"High"
"389",2,3,25429,5,1,1,4,1,2,0,0,2,1,"Low"
"390",2,3,232392,2,1,5,6,1,2,0,0,1,1,"Low"
"391",1,3,220098,2,2,5,3,1,2,0,0,1,1,"High"
"392",2,3,301302,1,1,3,1,1,1,0,0,1,1,"Low"
"393",1,2,277946,6,3,3,1,1,1,0,0,1,1,"Low"
"395",1,3,196164,2,1,5,1,1,2,0,0,1,1,"Low"
"396",1,3,115562,5,2,7,2,1,1,0,0,1,1,"Low"
"397",1,3,96975,5,3,3,5,1,2,0,0,1,1,"Low"
"399",2,3,86872,1,2,2,2,1,1,0,0,1,1,"High"
"400",1,2,132178,1,2,2,2,1,1,0,0,1,1,"High"
"401",2,3,416103,5,1,3,4,1,1,0,0,1,1,"Low"
"402",2,3,108574,5,1,5,1,1,2,0,0,1,1,"Low"
"403",1,1,288353,1,2,7,2,1,1,0,0,1,1,"High"
"404",1,3,227689,6,3,7,1,1,2,0,0,1,1,"Low"
"405",2,3,166481,3,2,3,2,5,1,0,2179,3,3,"Low"
"406",1,3,445382,4,2,2,2,1,1,0,1977,9,1,"High"
"407",2,3,110145,2,2,1,2,1,1,0,0,1,1,"Low"
"408",1,2,317253,2,2,3,2,1,1,0,0,2,1,"Low"
"410",1,3,364657,5,2,2,2,1,1,0,0,1,1,"Low"
"411",1,1,42346,5,3,5,1,2,2,0,0,2,1,"Low"
"412",2,3,241951,2,1,3,5,2,2,0,0,1,1,"Low"
"413",1,3,118500,5,3,2,5,1,2,0,0,1,1,"Low"
"414",1,3,188386,7,2,2,2,1,1,15024,0,1,1,"High"
"415",1,1,1033222,5,2,3,2,1,1,0,0,1,1,"Low"
"416",1,3,92440,3,3,3,1,1,1,0,0,1,1,"High"
"417",1,3,190762,3,2,3,2,1,1,0,0,1,3,"Low"
"418",2,3,426017,3,1,5,4,1,2,0,0,2,1,"Low"
"419",1,1,243867,3,3,3,1,2,1,0,0,1,1,"Low"
"420",1,1,240283,2,3,3,5,1,2,0,0,1,1,"Low"
"421",2,3,61777,5,2,6,2,1,1,0,0,1,1,"Low"
"422",4,3,175024,3,1,3,4,1,1,2176,0,2,1,"Low"
"423",1,1,92003,1,2,2,3,1,2,0,0,1,1,"High"
"424",2,3,188401,2,3,3,1,1,1,0,0,1,1,"Low"
"425",1,3,228528,3,1,3,5,1,2,0,0,1,1,"Low"
"426",2,3,133373,2,2,3,2,1,1,0,0,1,1,"Low"
"427",1,4,255191,4,1,4,1,1,1,0,1408,3,1,"Low"
